# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
RsnKIYFQSoE, 190.000, 200.000, "/m/01jwx6,/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j"
Rtel5iGCPO8, 40.000, 50.000, "/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9"
RyS6-NlGYW4, 70.000, 80.000, "/m/03l9g"
S-mCHi1cgas, 10.000, 20.000, "/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j"
S7qYg5Xje74, 30.000, 40.000, "/m/04rlf,/m/07q4ntr,/m/07rwj3x"
SALWRTAY0rM, 110.000, 120.000, "/m/01j4z9,/m/09x0r"
SD2gJnljOIg, 40.000, 50.000, "/m/0199g,/m/04rlf,/m/07yv9"
SE1ik9fxks4, 90.000, 100.000, "/m/07q2z82,/m/07yv9,/m/0btp2,/m/0k4j,/m/0ltv"
SFeGH1FEJVk, 30.000, 40.000, "/m/01j4z9,/m/04_sv"
SHVCvrt2l0E, 18.000, 28.000, "/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0k4j"
SIl41Vd796g, 30.000, 40.000, "/m/07pxg6y,/m/09x0r"
SIq9heznFDc, 23.000, 33.000, "/m/07rknqz,/m/09x0r"
SJI1-C3Cx1o, 0.000, 10.000, "/m/04rlf,/m/07rn7sz,/t/dd00126"
SLcNr7mG044, 30.000, 40.000, "/m/030rvx"
SPC0aOKqGjg, 230.000, 240.000, "/m/04rlf,/m/07qqyl4,/m/09x0r"
SQQgQ8wVfF0, 30.000, 40.000, "/m/0c3f7m"
SS2tfY7AXB4, 20.000, 30.000, "/m/04_sv,/m/07pb8fc,/m/07yv9"
SS3jkEZXws0, 0.000, 8.000, "/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
STs2rg4uLF0, 30.000, 40.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
SUasFNxcpWE, 30.000, 40.000, "/m/01yg9g,/m/09x0r"
SVGT6J6G4ts, 11.000, 21.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
SVsz5CKZaUQ, 160.000, 170.000, "/m/07rn7sz"
SVz7X1gqlcw, 50.000, 60.000, "/m/068hy,/m/07mzm6,/m/0bt9lr,/m/0jbk"
SWC3GdOLAOw, 50.000, 60.000, "/m/04229,/m/04_sv,/m/07yv9"
SX5GvhIF2j4, 30.000, 40.000, "/m/068hy,/m/07bgp,/m/07q0h5t,/m/09x0r,/m/0bt9lr,/m/0jbk"
SXFMAPPaAbA, 30.000, 40.000, "/m/07pp_mv,/m/0c3f7m"
SXQF06ZPEi8, 30.000, 40.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
S_N7rKPsSLo, 500.000, 510.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/m/09x0r,/t/dd00126"
Sa8P6-vLU6g, 30.000, 40.000, "/m/03cl9h,/m/04rlf,/m/07yv9,/m/0k4j"
SbzTJWeo-R8, 30.000, 40.000, "/m/02l6bg,/m/02mk9,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j"
Sbzu5-haizM, 10.000, 20.000, "/m/0l156k"
Sc-SWZK2KUI, 290.000, 300.000, "/m/0199g,/m/09x0r"
Sdypf9Dw8Es, 30.000, 40.000, "/m/03p19w,/m/07k1x,/m/0_ksk,/t/dd00126"
SiVfjH0rseg, 540.000, 550.000, "/m/07pxg6y,/t/dd00128"
SmzO3LW2Z1Y, 70.000, 80.000, "/m/01b82r,/m/07pdjhy"
So4Y3ebwYuM, 50.000, 60.000, "/m/09x0r,/m/0cdnk,/m/0jbk"
Sr4ufSj2Nq8, 16.000, 26.000, "/m/014zdl,/m/09x0r"
SrsRX6BIAew, 30.000, 40.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
SsYJ8SRGCVg, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
Ssa1m5Mnllw, 0.000, 9.000, "/m/0199g,/m/07yv9,/m/09x0r"
Sv2uqexdbTE, 50.000, 60.000, "/t/dd00134"
Sv9fcuRfk2o, 70.000, 80.000, "/m/02mfyn"
SwqfzROaTJY, 170.000, 180.000, "/m/07rknqz,/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j,/m/0ltv"
SzfIbRAyd9I, 30.000, 40.000, "/m/07yv9,/m/0gvgw0"
T00K0pMmUIQ, 50.000, 60.000, "/m/01jwx6,/m/07yv9,/m/0k4j"
T03jk2igt9E, 30.000, 40.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
T0jJZL3GKT0, 260.000, 270.000, "/m/014yck,/m/04rlf,/m/07yv9,/m/0k5j,/t/dd00129"
T1eta_uOw44, 500.000, 510.000, "/m/01b82r,/m/083vt"
T40AD-E3ci4, 250.000, 260.000, "/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv"
T62i7a2HQQ4, 70.000, 80.000, "/m/07yv9,/m/0btp2,/m/0k4j"
T8cnEXIwjWA, 0.000, 10.000, "/m/01280g,/m/09x0r,/m/0jbk,/t/dd00129"
TA57n2roc6s, 60.000, 70.000, "/m/02mfyn"
TAgahC6ZeWM, 290.000, 300.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
TAl6LU38u8M, 30.000, 40.000, "/m/03qc9zr,/m/07s02z0,/m/09x0r"
TCc4dnhyHvQ, 120.000, 130.000, "/m/07yv9,/m/0h9mv,/m/0k4j"
TDBqWGhnoLM, 10.000, 20.000, "/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
TGGf39A8M48, 30.000, 40.000, "/m/030rvx,/m/09x0r"
TGjH3bji5Ac, 150.000, 160.000, "/m/015lz1,/m/04rlf,/m/07q4ntr,/t/dd00126"
TIlkTUznZKk, 30.000, 40.000, "/m/02rhddq"
TLWULkJAdpw, 180.000, 190.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
TO8KNt8rckw, 50.000, 60.000, "/m/07pp_mv"
TSoOxEM47_E, 430.000, 440.000, "/m/03p19w"
TT28Hu510zM, 220.000, 230.000, "/m/04rlf,/m/07rwj3x,/t/dd00126"
TUDsspiNPes, 330.000, 340.000, "/m/06bz3,/m/07yv9,/m/09x0r,/t/dd00128"
TUPaqN8fVCY, 10.000, 20.000, "/m/0l156k"
TWDytzefXXc, 10.000, 20.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
TWTsgG7EOmk, 450.000, 460.000, "/m/0463cq4,/m/09x0r,/t/dd00002"
TYFkiyNIDWU, 260.000, 270.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
TZLnnULCTQQ, 40.000, 50.000, "/m/068hy,/m/07sq110,/m/09x0r,/m/0bt9lr,/m/0jbk"
Ta9OBhokq5Q, 10.000, 20.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
TaBdyJ1J1hk, 70.000, 80.000, "/m/01yg9g"
TdDBJR2XKTA, 0.000, 8.000, "/m/014zdl,/m/07qsvvw"
TgVOhw3bI30, 40.000, 50.000, "/m/01jwx6,/m/04_sv,/m/07yv9"
Th3mJWxUQ0w, 90.000, 100.000, "/m/07p6fty,/m/09x0r"
ThYnNuVDTTk, 0.000, 10.000, "/m/01y3hg"
Tib9q48R1GQ, 30.000, 40.000, "/m/0912c9,/m/09x0r,/t/dd00128"
TioINDSHcps, 20.000, 30.000, "/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/0bt9lr,/m/0jbk,/t/dd00136"
Tloa2CbutoM, 20.000, 30.000, "/m/01yg9g,/m/07yv9"
Tm_iwnX6hn0, 0.000, 5.000, "/m/0912c9,/t/dd00125"
TpFOD5O3Pk8, 30.000, 40.000, "/t/dd00134"
TpYdG5rqKnc, 70.000, 80.000, "/m/07yv9,/m/0912c9"
TqRr8JTH-hM, 290.000, 300.000, "/m/012f08,/m/05x_td,/m/07r04,/m/07yv9"
Tufk_m5bzNU, 0.000, 10.000, "/m/0l156k"
TveGcg-tuZg, 70.000, 80.000, "/m/03kmc9,/m/0dgbq"
TxLVOPpE-3c, 0.000, 10.000, "/m/04_sv,/m/07s02z0,/m/07yv9"
TyRZDt8ErFI, 30.000, 40.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
Tz27xamu4P8, 0.000, 7.000, "/m/030rvx"
U1K8NlsMDS8, 120.000, 130.000, "/m/015jpf,/m/07jdr,/m/07yv9,/m/09x0r"
U1gnC2XJKtk, 20.000, 30.000, "/m/04rlf,/m/07rknqz,/m/07yv9,/m/09x0r,/m/0h9mv,/m/0ltv"
U2rJldz71T4, 50.000, 60.000, "/m/03l9g"
U3XtkiZqQfU, 0.000, 10.000, "/m/068zj,/m/0bt9lr,/m/0jbk"
U6zChiuOZjE, 100.000, 110.000, "/m/0463cq4,/m/04rlf,/m/09x0r"
U8-jaLo_OO4, 70.000, 80.000, "/m/04rlf,/m/07rn7sz,/m/09x0r"
U8Pr56qG90o, 60.000, 70.000, "/m/0463cq4,/m/09x0r,/t/dd00127"
UCQlK6cYyPk, 50.000, 60.000, "/m/019jd,/m/07rrlb6,/m/07yv9,/m/09x0r"
UGnEgAVAVIk, 270.000, 280.000, "/m/01280g,/m/04cvmfc,/m/0cdnk,/m/0jbk"
UKZB1Rv9aAk, 0.000, 10.000, "/m/04rlf,/m/07pxg6y,/m/09x0r"
UL7tkfWe9Bc, 90.000, 100.000, "/t/dd00048"
ULFhHR0OLSE, 50.000, 60.000, "/m/02mfyn,/m/0ngt1"
ULS3ffQkCW4, 30.000, 40.000, "/m/02mfyn"
UM2-bKcMgHQ, 20.000, 30.000, "/m/04_sv,/m/07pb8fc,/m/07yv9"
UMs2uABOoEo, 10.000, 20.000, "/m/02mk9,/m/07yv9,/m/096m7z"
UNERF2UwHXk, 430.000, 440.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
UPgrkkQl_F8, 30.000, 40.000, "/m/01j4z9"
UPohyk3ynFk, 8.000, 18.000, "/t/dd00134"
UUhTmQ2iHJc, 50.000, 60.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
UW84Is6AD-Q, 270.000, 280.000, "/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
UZx7OAgRMRY, 380.000, 390.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
UbkUtLiMNSI, 100.000, 110.000, "/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq"
UdY8WXNiuzw, 10.000, 20.000, "/m/03qc9zr,/m/09x0r"
UdefMlo9TA0, 20.000, 30.000, "/m/07yv9,/m/0fx9l"
UeCh3IkblQ8, 6.000, 16.000, "/m/07r_k2n,/m/09x0r"
UeUVINFMdQQ, 0.000, 10.000, "/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00130"
UedlY9Ijhsc, 480.000, 490.000, "/m/0463cq4,/m/09x0r,/t/dd00125"
UelMinLIWSA, 60.000, 70.000, "/m/02mk9,/m/07yv9,/t/dd00128,/t/dd00130"
Uf1mBIyIP5U, 80.000, 90.000, "/m/02l6bg,/m/07yv9,/m/09x0r,/m/0k5j"
UhYnPJw1oT8, 160.000, 170.000, "/m/01y3hg,/m/09x0r"
UicMvYZLuVM, 30.000, 40.000, "/m/07q4ntr,/m/09x0r"
Uj266NF1mUk, 0.000, 5.000, "/m/014zdl,/m/07pws3f"
UjlMSYSx49k, 50.000, 60.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07qv_d5,/m/07yv9,/t/dd00129"
UlVvWsYNy44, 30.000, 40.000, "/t/dd00134"
Um-N_mZWOY0, 480.000, 490.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
UmOOGxXbEuc, 30.000, 40.000, "/m/014zdl"
UmlLEH2fpsA, 200.000, 210.000, "/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
Uo0p-l2EIcU, 22.000, 32.000, "/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j"
UqVKae3vHd4, 20.000, 30.000, "/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00125"
UqeLmHmoBR0, 19.000, 29.000, "/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0k4j"
Uu3GTqUmiLA, 9.000, 19.000, "/m/0199g,/m/07yv9,/m/09x0r"
UuRoy-d0D-M, 15.000, 25.000, "/m/07q4ntr,/m/09x0r"
UvvbfkvbHDM, 0.000, 10.000, "/m/04rlf,/m/07p6fty,/m/09x0r"
UwCENzns9cE, 40.000, 50.000, "/m/01d380,/m/08j51y"
Uy99LWx_eXY, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
V-JvwN3_ASI, 150.000, 160.000, "/m/012f08,/m/04_sv,/m/07yv9,/m/09x0r"
V5YF3FQOLB4, 0.000, 10.000, "/m/07pxg6y"
V7g1DIWzACs, 10.000, 20.000, "/m/05x_td,/m/09x0r"
V851WPfpbwA, 230.000, 240.000, "/m/07pbtc8,/m/07yv9,/m/0k4j"
V9JU5FmhtjM, 30.000, 40.000, "/m/07szfh9,/m/07yv9,/m/0k4j"
V9cQZtCD4zY, 90.000, 100.000, "/m/04fq5q,/m/04rlf,/t/dd00128"
V9u9CgGerd0, 210.000, 220.000, "/m/07sr1lc"
VA9sY3fKPew, 60.000, 70.000, "/m/07qfr4h,/m/07yv9,/m/09x0r,/t/dd00129"
VCIm4ljZWac, 30.000, 40.000, "/m/02mfyn"
VDVI_rIX_5w, 10.000, 20.000, "/m/01280g,/m/04cvmfc,/m/0cdnk,/m/0jbk"
VEELbpPSTzA, 0.000, 10.000, "/m/07yv9,/m/0btp2"
VGn9XgxI4ko, 30.000, 40.000, "/m/0199g"
VGpqLyx96Z8, 20.000, 30.000, "/m/03wwcy,/m/05tny_,/m/068hy,/m/07r67yg,/m/09x0r,/m/0bt9lr,/m/0jbk"
VJTYKB1d_Uw, 80.000, 90.000, "/m/07pp_mv,/m/09x0r"
VJmsPawxLAc, 30.000, 40.000, "/m/012f08,/m/07rknqz,/m/07yv9,/m/0k4j"
VKzsN75TnqE, 390.000, 400.000, "/m/01d380,/m/07k1x,/m/0_ksk"
VNA90QHJfY8, 310.000, 320.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
VNsxEujc_rg, 30.000, 40.000, "/m/01y3hg,/m/09x0r"
VT_BC6l_HeY, 0.000, 10.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
VUd_vUjyMWQ, 230.000, 240.000, "/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
VXI3-DI4xNs, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
VXJhAGyjvkg, 40.000, 50.000, "/m/07rknqz,/m/07yv9,/m/0k4j"
VYBRdcKQKQ4, 350.000, 360.000, "/m/014yck,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j"
VZ8BUNJYtOo, 30.000, 40.000, "/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j"
V_8-8wd0WU0, 100.000, 110.000, "/m/0cdnk,/m/0jbk"
V_DfQSJ64MI, 7.000, 17.000, "/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk"
Va1z0FaJZ9g, 310.000, 320.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
VbpHhTTiEfk, 30.000, 40.000, "/m/01j4z9"
VcGhfbyLtso, 30.000, 40.000, "/m/07q2z82,/m/07rknqz,/m/0h9mv,/m/0ltv"
VcnOTM-Qxk8, 0.000, 10.000, "/m/03cl9h,/m/04rlf,/m/07yv9,/m/0k4j"
Ve-RFG6nSsc, 140.000, 150.000, "/m/015p6,/m/01yg9g,/m/09x0r,/t/dd00128"
VfB-AtrY-dY, 40.000, 50.000, "/m/0l156k"
Vg0FYW5Qpzk, 100.000, 110.000, "/m/02lkt,/m/04rlf,/m/07rn7sz,/m/07s72n"
ViQExfqirwo, 30.000, 40.000, "/m/01bjv,/m/04rlf,/m/07yv9,/m/09x0r"
VliP9ufAS_o, 270.000, 280.000, "/m/04_sv,/m/07rknqz,/m/07yv9,/m/0k4j"
Vog0eBervK4, 30.000, 40.000, "/m/01j4z9"
Vw60Ox3YXq0, 70.000, 80.000, "/m/03kmc9,/m/07r04,/m/07yv9,/m/09x0r,/m/0btp2"
VxuMKb5CKI0, 30.000, 40.000, "/m/03qc9zr"
VyHJW0iLFG0, 370.000, 380.000, "/m/04rlf,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6"
Vya087ERocc, 10.000, 20.000, "/m/015lz1,/m/0463cq4,/m/09x0r"
Vzc4oOhAW3M, 30.000, 40.000, "/m/04rlf,/m/05x_td,/m/0912c9"
W-o0tTfwuOg, 40.000, 50.000, "/t/dd00134"
W05CXD-rYgc, 70.000, 80.000, "/m/01280g,/m/04cvmfc,/m/0jbk"
W1T8TiKpLlw, 70.000, 80.000, "/m/0l156k"
W3wJP5gp4rE, 10.000, 20.000, "/m/014zdl"
W3w_Pn_E7-s, 220.000, 230.000, "/m/07q2z82,/m/07qmpdm,/m/07yv9,/m/0k4j,/t/dd00066"
W4R_63_UxSw, 10.000, 20.000, "/m/03qc9zr,/m/09x0r"
W5TKOzpFWpo, 110.000, 120.000, "/m/01j4z9"
W5pCEmL5Rfc, 220.000, 230.000, "/m/01d380,/m/07k1x,/m/0_ksk"
W61SHfcSySQ, 40.000, 50.000, "/m/03p19w,/m/09x0r"
W65c_uSH4mg, 200.000, 210.000, "/m/07rn7sz,/m/09x0r"
W8Iypl6KH90, 30.000, 40.000, "/m/01j4z9,/m/09x0r"
WAz5gV1IYtY, 40.000, 50.000, "/m/07rknqz"
WB_UsHbZibU, 60.000, 70.000, "/m/0l156k"
WEWhLwX6STA, 5.000, 15.000, "/m/03kmc9,/m/0dgbq"
WF6QmF1ZG9o, 0.000, 5.000, "/m/0912c9"
WH9D6yBJwQk, 100.000, 110.000, "/m/03l9g"
WHFFyxCgN9Y, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
WHW_r9SFmIs, 540.000, 550.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j"
WKDgLWhb0ro, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
WLjjbOBFt8g, 440.000, 450.000, "/m/03qc9zr,/m/04rlf,/m/09x0r"
WMQa5nW7jAM, 120.000, 130.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c"
WNueW-3FF6g, 30.000, 40.000, "/m/0463cq4,/m/04rlf,/m/09x0r"
WO3CaMvZa_U, 30.000, 40.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
WOSCX6icco0, 0.000, 10.000, "/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
WQIWwnQm-KI, 10.000, 20.000, "/m/02rhddq,/m/09x0r"
WQWUEZtm8Jw, 30.000, 40.000, "/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9"
WQcS2qPupwQ, 60.000, 70.000, "/m/012f08,/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j"
WRjF6A9J2To, 0.000, 10.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
WSLH-UmF3Ss, 30.000, 40.000, "/m/03p19w"
WUb1dej-7cs, 20.000, 30.000, "/m/04fq5q"
WWdVMv8L0fU, 12.000, 22.000, "/m/01y3hg,/m/04rlf"
WYle9IF5rgs, 80.000, 90.000, "/m/02rhddq,/m/07yv9,/m/0k4j"
WZoQD6cInx8, 360.000, 370.000, "/m/07phhsh,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j"
W_1YEyhD3ko, 140.000, 150.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
W_K-o9jP4tQ, 80.000, 90.000, "/m/03p19w,/m/09x0r,/t/dd00129"
WaF4K6-22a0, 40.000, 50.000, "/m/01280g,/m/0jbk"
Wbas2Hie-1c, 30.000, 40.000, "/m/07q4ntr"
Wbe-sTMDMiA, 50.000, 60.000, "/m/01bjv,/m/02rhddq,/m/07yv9,/t/dd00128"
Wda-W9ffmk4, 20.000, 30.000, "/m/05x_td"
WfehVmSEyLQ, 210.000, 220.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
Wi4k0FCmBEw, 280.000, 290.000, "/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
WkU6zXSeKH8, 30.000, 40.000, "/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
Wkqm7GFQx6k, 10.000, 20.000, "/m/07q2z82,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
WlSHKXsyEOU, 0.000, 10.000, "/m/0c3f7m"
Wm1NL-vN8Dc, 60.000, 70.000, "/m/04k94,/m/068hy,/m/07p6mqd,/m/0bt9lr,/m/0jbk,/t/dd00125"
Wmbh4Vv8olw, 40.000, 50.000, "/m/0l156k"
Wqn38dNWFsc, 180.000, 190.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
Wrfvo1eFRFk, 70.000, 80.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00128"
WsLoE1uWfMs, 190.000, 200.000, "/m/01d380,/m/07k1x,/m/0_ksk"
WtvSnE0-N4M, 120.000, 130.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
Wy49nszOnxo, 210.000, 220.000, "/m/02mk9,/m/03p19w,/t/dd00125"
WyqyK87HomE, 70.000, 80.000, "/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
X-Prd0o2MAA, 30.000, 40.000, "/m/02l6bg,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j"
X4jIkctapb8, 40.000, 50.000, "/m/03qc9zr,/m/04rmv,/m/09x0r"
X57kxGGTXdo, 100.000, 110.000, "/m/07pp_mv,/m/09x0r"
X5dQo33lJJk, 30.000, 40.000, "/m/05x_td"
X7xaKtMFzGI, 0.000, 10.000, "/m/01yg9g"
X7zVC0KQ6zA, 18.000, 28.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
XAJN8G5gK90, 240.000, 250.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
XBunIO84ZWY, 20.000, 30.000, "/m/04fq5q,/m/04rlf,/m/09x0r"
XDwyGwyglMg, 0.000, 10.000, "/t/dd00002"
XGfA38HUdNU, 30.000, 40.000, "/m/07r_k2n,/m/07rc7d9"
XHZ3Ui5nTEg, 10.000, 20.000, "/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
XHczpbtBhk4, 0.000, 10.000, "/m/02hnl,/m/04rlf,/m/04szw,/m/06by7,/m/07p6fty,/m/07sbbz2,/m/09x0r"
XKvLkIM8dck, 40.000, 50.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/06hck5,/m/07jdr"
XModQLyMHb4, 60.000, 70.000, "/m/01x3z,/m/07jdr,/m/09x0r"
XP8F1T7dk94, 40.000, 50.000, "/m/02mfyn"
XPyCWnbii9Y, 180.000, 190.000, "/m/02rhddq,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
XUIizI20wDI, 380.000, 390.000, "/m/0c3f7m"
XUz3VaGUsjk, 170.000, 180.000, "/m/0199g,/m/07yv9,/t/dd00128"
XV2YZxYjkUM, 50.000, 60.000, "/m/01jwx6,/m/07yv9,/m/09ct_,/m/0k5j,/t/dd00130"
XW1WkG6ADtQ, 30.000, 40.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
XX1ZzfFvYPc, 460.000, 470.000, "/m/03l9g"
XYPJ9VI3B4Q, 110.000, 120.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
XYkknYZ9xjY, 410.000, 420.000, "/m/04fq5q,/m/07yv9"
Xadfaan-9bU, 30.000, 40.000, "/m/030rvx"
XdZY2sQ4Xe0, 6.000, 16.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
XefOyd1nRUU, 10.000, 20.000, "/m/02mfyn"
XeqE7ZHdJZg, 30.000, 40.000, "/t/dd00002"
XeygOewgRt8, 20.000, 30.000, "/m/07yv9,/m/0btp2,/m/0k4j,/m/0ltv"
XfJjyP-rt-k, 240.000, 250.000, "/m/01d380,/m/07k1x,/m/0_ksk"
XfKJ1DpL0uU, 24.000, 34.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
Xfagd-HNyWM, 10.000, 20.000, "/m/03p19w"
Xfe1bdYjvb4, 60.000, 70.000, "/m/07rknqz,/m/0h9mv"
XgzRQ8OD8TE, 30.000, 40.000, "/m/0c3f7m"
XnK_AGrCTxo, 40.000, 50.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
XoDbqos7Cww, 20.000, 30.000, "/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00128"
Xpg-qANUapo, 40.000, 50.000, "/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk,/t/dd00125"
XqhTI9WayMU, 180.000, 190.000, "/m/01b82r,/m/083vt"
Xqund-yvNGY, 30.000, 40.000, "/m/07qf0zm,/m/0jbk"
XrUun8LXfpY, 30.000, 40.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
Xsw826-mXdI, 100.000, 110.000, "/m/01yg9g,/m/09x0r"
XwU74AqNw3o, 30.000, 40.000, "/t/dd00134"
XzUYSTdiGlg, 50.000, 60.000, "/m/068hy,/m/07pyy8b,/m/0cdnk,/m/0jbk"
Y21IwG4tDP8, 40.000, 50.000, "/m/04rlf,/m/0cdnk,/m/0jbk"
Y27yN54l4kE, 30.000, 40.000, "/t/dd00134"
Y2d6CF3bY8k, 450.000, 460.000, "/m/07pyf11,/m/07yv9,/m/0k4j"
Y359flFetew, 140.000, 150.000, "/m/01bjv,/m/07yv9,/m/09x0r,/m/0ytgt"
Y5Yz9n5cHNU, 170.000, 180.000, "/m/01z5f,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
Y9ys-Yx5_j0, 10.000, 20.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
YBiSoKph78E, 0.000, 7.000, "/t/dd00002"
YCy_jDZJy3Y, 230.000, 240.000, "/m/05tny_,/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00129,/t/dd00136"
YEi81JKXmL0, 70.000, 80.000, "/m/03qtwd,/m/04rlf,/m/07rwj3x,/m/09x0r"
YHo2rAPFdoU, 100.000, 110.000, "/m/01yg9g,/m/09x0r"
YIJBuXUi64U, 30.000, 40.000, "/m/0199g,/m/07yv9,/m/09x0r,/m/0k65p"
YIju3UFD-ow, 200.000, 210.000, "/m/02mfyn"
YJG1Zz097M4, 60.000, 70.000, "/m/01bjv,/m/05x_td,/m/07yv9,/m/0912c9"
YK4t2OGhddE, 30.000, 40.000, "/m/02l6bg,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j"
YMHAc6ziM5A, 30.000, 40.000, "/t/dd00134"
YMOX56rEX6Q, 20.000, 30.000, "/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
YMrF9YkALDE, 8.000, 18.000, "/m/014zdl,/m/07qsvvw"
YNC4yZVH6NI, 50.000, 60.000, "/m/04zmvq,/m/06d_3,/m/07jdr"
YNgkm5Yfdvs, 200.000, 210.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
YOlATZrF6EA, 420.000, 430.000, "/m/0199g,/m/07rkbfh,/m/07yv9,/m/09x0r,/t/dd00129"
